seed_id,target_id,source_ideology,source_topic,rank,condition
5FOC-0P0UMw,iRgp8oBiAmw,feminism,gender_conflict_discourse,18,baseline 
5FOC-0P0UMw,i7rQL973oFM,feminism,gender_conflict_discourse,19,baseline 
5FOC-0P0UMw,PtnREqwml2A,feminism,gender_conflict_discourse,20,baseline 
TJmGWOjlNKk,o9ExNllLUYY,feminism,electoral_generational_conflict,1,baseline 
TJmGWOjlNKk,4wmYHkruOOA,feminism,electoral_generational_conflict,2,baseline 
TJmGWOjlNKk,h6hZNwiMMx4,feminism,electoral_generational_conflict,3,baseline 
TJmGWOjlNKk,ILlbMhu1B60,feminism,electoral_generational_conflict,4,baseline 
TJmGWOjlNKk,gSpI3D5ofuM,feminism,electoral_generational_conflict,5,baseline 
TJmGWOjlNKk,6RcCrJAA5co,feminism,electoral_generational_conflict,6,baseline 
TJmGWOjlNKk,BP-QTlaOCh4,feminism,electoral_generational_conflict,7,baseline 
TJmGWOjlNKk,Bn7EM7NFAGE,feminism,electoral_generational_conflict,8,baseline 
TJmGWOjlNKk,BxNg45UTFGU,feminism,electoral_generational_conflict,9,baseline 
TJmGWOjlNKk,dcxgU8d2Oq4,feminism,electoral_generational_conflict,10,baseline 
TJmGWOjlNKk,9lozF2-cOVw,feminism,electoral_generational_conflict,11,baseline 
TJmGWOjlNKk,FjyInTjK2GM,feminism,electoral_generational_conflict,12,baseline 
TJmGWOjlNKk,Cz6F9uUiRr4,feminism,electoral_generational_conflict,13,baseline 
TJmGWOjlNKk,ZW1bIqDrBEo,feminism,electoral_generational_conflict,14,baseline 
TJmGWOjlNKk,by2WI2Bb4QY,feminism,electoral_generational_conflict,15,baseline 
TJmGWOjlNKk,yppKY5ZkJT0,feminism,electoral_generational_conflict,16,baseline 
TJmGWOjlNKk,OUk_fiG3h98,feminism,electoral_generational_conflict,17,baseline 
TJmGWOjlNKk,wK0lOuZr7oY,feminism,electoral_generational_conflict,18,baseline 
TJmGWOjlNKk,DN0iz0ZaOYE,feminism,electoral_generational_conflict,19,baseline 
TJmGWOjlNKk,YhmpBeMV7Pc,feminism,electoral_generational_conflict,20,baseline 
LyeObL_dUT4,oGrdnwNZGQo,feminism,electoral_generational_conflict,1,baseline 
LyeObL_dUT4,BxNg45UTFGU,feminism,electoral_generational_conflict,2,baseline 
LyeObL_dUT4,3EtCmXpaMCk,feminism,electoral_generational_conflict,3,baseline 
LyeObL_dUT4,cHT6T04cRCk,feminism,electoral_generational_conflict,4,baseline 
LyeObL_dUT4,ZW1bIqDrBEo,feminism,electoral_generational_conflict,5,baseline 
LyeObL_dUT4,Nx-uCQwffBI,feminism,electoral_generational_conflict,6,baseline 
LyeObL_dUT4,go-p5G9vD1U,feminism,electoral_generational_conflict,7,baseline 
LyeObL_dUT4,eqR32c86ZlY,feminism,electoral_generational_conflict,8,baseline 
LyeObL_dUT4,YHGKpSsCr3Q,feminism,electoral_generational_conflict,9,baseline 
LyeObL_dUT4,oWDVTIc5Hf8,feminism,electoral_generational_conflict,10,baseline 
LyeObL_dUT4,Jk0n1Bn9R8M,feminism,electoral_generational_conflict,11,baseline 
LyeObL_dUT4,zXmfbDTCiIs,feminism,electoral_generational_conflict,12,baseline 
LyeObL_dUT4,mukwdTwn-1g,feminism,electoral_generational_conflict,13,baseline 
LyeObL_dUT4,i5P21lVKfRo,feminism,electoral_generational_conflict,14,baseline 
LyeObL_dUT4,gSpI3D5ofuM,feminism,electoral_generational_conflict,15,baseline 
LyeObL_dUT4,LS9OGiyopuU,feminism,electoral_generational_conflict,16,baseline 
LyeObL_dUT4,NPqLzkyiKgE,feminism,electoral_generational_conflict,17,baseline 
LyeObL_dUT4,ADXVtUTgdA4,feminism,electoral_generational_conflict,18,baseline 
LyeObL_dUT4,irTLbj7y9no,feminism,electoral_generational_conflict,19,baseline 
LyeObL_dUT4,XAdR1PaPzqQ,feminism,electoral_generational_conflict,20,baseline 
z8UvpvzEHdA,YwIPtdhUvT4,feminism,beauty_norms,1,baseline 
z8UvpvzEHdA,ix-9_3anNQY,feminism,beauty_norms,2,baseline 
z8UvpvzEHdA,UY_5u8K6_gw,feminism,beauty_norms,3,baseline 
z8UvpvzEHdA,hHyiXeZJ3R4,feminism,beauty_norms,4,baseline 
z8UvpvzEHdA,Tslysu_mtyc,feminism,beauty_norms,5,baseline 
z8UvpvzEHdA,uzH78u0TmwQ,feminism,beauty_norms,6,baseline 
z8UvpvzEHdA,iEj3cObJpDk,feminism,beauty_norms,7,baseline 
z8UvpvzEHdA,chArN2Hle4U,feminism,beauty_norms,8,baseline 
z8UvpvzEHdA,61U91BW-M8A,feminism,beauty_norms,9,baseline 
z8UvpvzEHdA,v0NBwdG5pZU,feminism,beauty_norms,10,baseline 
z8UvpvzEHdA,YbcUWkVIPlA,feminism,beauty_norms,11,baseline 
z8UvpvzEHdA,8CAKRqXf5Hw,feminism,beauty_norms,12,baseline 
z8UvpvzEHdA,go-p5G9vD1U,feminism,beauty_norms,13,baseline 
z8UvpvzEHdA,NS7tSrMrWsc,feminism,beauty_norms,14,baseline 
